Game,Result,Color,Opening,FirstMove
MatrixMax_hayrabedian_2014.01.01_20:59:51,1,white,Four Knights Game: Spanish Variation,e2e4
MatrixMax_hayrabedian_2014.01.01_20:59:51,0,black,--,e7e5
josemp_denko_2014.01.01_21:00:06,0,white,Bishop's Opening: Berlin Defense,e2e4
josemp_denko_2014.01.01_21:00:06,1,black,--,e7e5
TrollKilla_hambaryan_2014.01.01_21:00:08,0,white,English Opening: Agincourt Defense,c2c4
TrollKilla_hambaryan_2014.01.01_21:00:08,1,black,--,e7e6
Debrant_Joueurfel_2014.01.01_21:00:21,1,white,Rat Defense: Small Center Defense,e2e4
Debrant_Joueurfel_2014.01.01_21:00:21,0,black,--,e7e6
YouKnowMe_juin_2014.01.01_21:00:24,1,white,Pirc Defense #2,e2e4
YouKnowMe_juin_2014.01.01_21:00:24,0,black,--,d7d6
A-z-a-z-e-l__kartago_2014.01.01_20:59:41,1,white,Queen's Gambit Declined: 4.Bg5 Be7,d2d4
A-z-a-z-e-l__kartago_2014.01.01_20:59:41,0,black,--,d7d5
iloveyouhong_Tiger18_2014.01.01_21:00:26,0,white,Amazon Attack,d2d4
iloveyouhong_Tiger18_2014.01.01_21:00:26,1,black,--,d7d5
ganito_Vlasik_2014.01.01_21:00:42,1,white,French Defense: Marshall Variation,e2e4
ganito_Vlasik_2014.01.01_21:00:42,0,black,--,e7e6
atiliotbo_Rititi_2014.01.01_21:00:32,0,white,Sicilian Defense: Old Sicilian,e2e4
atiliotbo_Rititi_2014.01.01_21:00:32,1,black,--,c7c5
poonh89_muntesu_2014.01.01_21:00:32,0,white,Semi-Slav Defense,d2d4
poonh89_muntesu_2014.01.01_21:00:32,1,black,--,c7c6
dododa_natasazarko_2014.01.01_21:00:44,0,white,Anderssen Opening,a2a3
dododa_natasazarko_2014.01.01_21:00:44,1,black,--,c7c5
sattar_khan_etabriz_Sersh_2014.01.01_21:00:58,0,white,Sicilian Defense: French Variation,e2e4
sattar_khan_etabriz_Sersh_2014.01.01_21:00:58,1,black,--,c7c5
wack_meberlioz_2014.01.01_21:01:06,0,white,Queen's Gambit Accepted,d2d4
wack_meberlioz_2014.01.01_21:01:06,1,black,--,d7d5
senatorjavad_f123_2014.01.01_21:01:09,0,white,King's Pawn Game: Leonardis Variation,e2e4
senatorjavad_f123_2014.01.01_21:01:09,1,black,--,e7e5
Pododyn_CblPHUK_2014.01.01_21:00:52,1,white,Three Knights Opening,e2e4
Pododyn_CblPHUK_2014.01.01_21:00:52,0,black,--,e7e5
minya1961_dainys_2014.01.01_21:01:27,0,white,Sicilian Defense: Paulsen Variation,e2e4
minya1961_dainys_2014.01.01_21:01:27,1,black,--,c7c5
tadjvid19_tolia_2014.01.01_21:01:09,0,white,Ruy Lopez: Classical Variation,e2e4
tadjvid19_tolia_2014.01.01_21:01:09,1,black,--,e7e5
ntcu_bernes_2014.01.01_21:01:29,1,white,Caro-Kann Defense: Advance Variation,e2e4
ntcu_bernes_2014.01.01_21:01:29,0,black,--,c7c6
veillon31_JoMitch_2014.01.01_21:01:32,1,white,Horwitz Defense,d2d4
veillon31_JoMitch_2014.01.01_21:01:32,0,black,--,e7e6
corgon_zzzx8xzzz_2014.01.01_21:01:29,1,white,Englund Gambit,d2d4
corgon_zzzx8xzzz_2014.01.01_21:01:29,0,black,--,e7e5
IgorKoc_147a_2014.01.01_21:01:32,0,white,Owen Defense,e2e4
IgorKoc_147a_2014.01.01_21:01:32,1,black,--,b7b6
coast111_thegreat_2014.01.01_21:00:44,0,white,King's Gambit Accepted,e2e4
coast111_thegreat_2014.01.01_21:00:44,1,black,Cunningham Defense,e7e5
Antuanetta_osborj1_2014.01.01_21:02:08,1,white,Zukertort Opening: Slav Invitation,g1f3
Antuanetta_osborj1_2014.01.01_21:02:08,0,black,--,c7c6
nanipipou_duzi1964_2014.01.01_21:01:35,0,white,Queen's Gambit Refused: Marshall Defense,d2d4
nanipipou_duzi1964_2014.01.01_21:01:35,1,black,--,d7d5
ferguson_doonkhoan_2014.01.01_21:02:05,1,white,Queen's Gambit Declined: Queen's Knight Variation,d2d4
ferguson_doonkhoan_2014.01.01_21:02:05,0,black,--,e7e6
Vla-Vla_leandrobrasil_2014.01.01_21:02:35,1,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
Vla-Vla_leandrobrasil_2014.01.01_21:02:35,0,black,--,d7d5
osamtri_TiZ100_2014.01.01_21:02:31,1/2,white,King's Indian Defense: Semi-Classical Variation,d2d4
osamtri_TiZ100_2014.01.01_21:02:31,1/2,black,--,g8f6
Leonik_kimitutcan_2014.01.01_21:02:34,1,white,Four Knights Game: Gunsberg Variation,e2e4
Leonik_kimitutcan_2014.01.01_21:02:34,0,black,--,e7e5
madmarx_martinz_2014.01.01_21:02:45,0,white,Ruy Lopez: Berlin Defense,e2e4
madmarx_martinz_2014.01.01_21:02:45,1,black,Anderssen Variation,e7e5
amirAP_alex2099_2014.01.01_21:03:04,1,white,French Defense: Mediterranean Defense,e2e4
amirAP_alex2099_2014.01.01_21:03:04,0,black,--,e7e6
szinuhe_luca08_2014.01.01_21:02:49,1,white,Sicilian Defense: Alapin Variation,e2e4
szinuhe_luca08_2014.01.01_21:02:49,0,black,--,c7c5
wowik_ars72_2014.01.01_21:02:55,0,white,Indian Game,d2d4
wowik_ars72_2014.01.01_21:02:55,1,black,--,g8f6
journal_mchelken_2014.01.01_21:02:35,1,white,King's Pawn Game: Leonardis Variation,e2e4
journal_mchelken_2014.01.01_21:02:35,0,black,--,e7e5
farzadov_milanmiljan_2014.01.01_21:03:15,1,white,Queen's Gambit Accepted,d2d4
farzadov_milanmiljan_2014.01.01_21:03:15,0,black,--,d7d5
cnv_duhul_2014.01.01_21:02:11,1,white,Bishop's Opening: Berlin Defense,e2e4
cnv_duhul_2014.01.01_21:02:11,0,black,--,e7e5
zzzx8xzzz_corgon_2014.01.01_21:03:36,1,white,Caro-Kann Defense: Advance Variation,e2e4
zzzx8xzzz_corgon_2014.01.01_21:03:36,0,black,Short Variation,c7c6
picka_Jaque_Mate_2014.01.01_21:02:44,0,white,Queen's Gambit Declined: Queen's Knight Variation,c2c4
picka_Jaque_Mate_2014.01.01_21:02:44,1,black,--,e7e6
rezaalinavaz-p7_smirok_2014.01.01_21:01:54,1,white,Queen's Pawn Game: Chigorin Variation,d2d4
rezaalinavaz-p7_smirok_2014.01.01_21:01:54,0,black,--,d7d5
Chalenger0106_svh_2014.01.01_21:03:12,1/2,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
Chalenger0106_svh_2014.01.01_21:03:12,1/2,black,--,d7d5
147a_IgorKoc_2014.01.01_21:03:40,1,white,Zukertort Opening: Pirc Invitation,g1f3
147a_IgorKoc_2014.01.01_21:03:40,0,black,--,d7d6
bernes_swgoqor_2014.01.01_21:03:42,1,white,Colle System,d2d4
bernes_swgoqor_2014.01.01_21:03:42,0,black,--,d7d5
Popotas_HighOnLife_2014.01.01_21:03:44,1,white,Bishop's Opening: Philidor Counterattack,e2e4
Popotas_HighOnLife_2014.01.01_21:03:44,0,black,--,e7e5
Fenerli_lamin_2014.01.01_21:02:06,0,white,Queen's Gambit Declined: Queen's Knight Variation,d2d4
Fenerli_lamin_2014.01.01_21:02:06,1,black,--,d7d5
Bosanec123_christopheh_2014.01.01_21:04:22,1,white,French Defense: Knight Variation,e2e4
Bosanec123_christopheh_2014.01.01_21:04:22,0,black,--,e7e6
Kerch79_chespir_2014.01.01_21:02:43,0,white,Queen's Gambit Declined: Orthodox Defense,d2d4
Kerch79_chespir_2014.01.01_21:02:43,1,black,Botvinnik Variation,d7d5
nuNI_Ics_Artur1966_2014.01.01_21:04:28,0,white,Rat Defense: Small Center Defense,e2e4
nuNI_Ics_Artur1966_2014.01.01_21:04:28,1,black,--,e7e6
iloveyouhong_Tiger18_2014.01.01_21:04:18,0,white,Van't Kruijs Opening,e2e3
iloveyouhong_Tiger18_2014.01.01_21:04:18,1,black,--,e7e5
TrollKilla_juin_2014.01.01_21:04:13,0,white,English Opening: Anglo-Indian Defense,c2c4
TrollKilla_juin_2014.01.01_21:04:13,1,black,--,g8f6
Hgfoygfiytc_tiav_2014.01.01_21:04:11,1,white,French Defense: Reti-Spielmann Attack,e2e4
Hgfoygfiytc_tiav_2014.01.01_21:04:11,0,black,--,e7e6
ctchess_dr_trust_2014.01.01_21:02:37,1,white,Indian Game,d2d4
ctchess_dr_trust_2014.01.01_21:02:37,0,black,--,g8f6
sagenwald_Serafico_2014.01.01_21:04:26,0,white,Queen's Pawn Game #3,d2d4
sagenwald_Serafico_2014.01.01_21:04:26,1,black,--,d7d5
hhhaaarrreee_peontorre_2014.01.01_21:04:50,0,white,Queen's Pawn,d2d4
hhhaaarrreee_peontorre_2014.01.01_21:04:50,1,black,--,a7a5
duzi1964_ntcu_2014.01.01_21:04:19,0,white,King's Pawn Game: Maroczy Defense,e2e4
duzi1964_ntcu_2014.01.01_21:04:19,1,black,--,d7d6
bizdev_lich-bad_2014.01.01_21:05:03,1,white,Vienna Game: Stanley Variation,e2e4
bizdev_lich-bad_2014.01.01_21:05:03,0,black,--,g8f6
cuca_Arisz3x3_2014.01.01_21:05:05,1,white,Queen's Gambit Refused: Albin Countergambit,d2d4
cuca_Arisz3x3_2014.01.01_21:05:05,0,black,--,d7d5
Alex49_mani90_2014.01.01_21:04:48,1,white,Ruy Lopez: Steinitz Defense,e2e4
Alex49_mani90_2014.01.01_21:04:48,0,black,--,e7e5
Jaque_Mate_picka_2014.01.01_21:05:24,1,white,Philidor Defense: Exchange Variation #2,e2e4
Jaque_Mate_picka_2014.01.01_21:05:24,0,black,--,e7e5
nanipipou_ntcu_2014.01.01_21:05:15,1,white,English Defense #2,d2d4
nanipipou_ntcu_2014.01.01_21:05:15,0,black,--,b7b6
GoodLuckMyFriend_zevuun_2014.01.01_21:05:22,0,white,King's Pawn Game: Wayward Queen Attack,e2e4
GoodLuckMyFriend_zevuun_2014.01.01_21:05:22,1,black,Kiddie Countergambit,e7e5
mihasy_Bobb_2014.01.01_21:05:31,0,white,Queen's Pawn Game,d2d4
mihasy_Bobb_2014.01.01_21:05:31,1,black,--,d7d5
PinchoLoco_Voldemar15_2014.01.01_21:03:48,1,white,Indian Game: Normal Variation,d2d4
PinchoLoco_Voldemar15_2014.01.01_21:03:48,0,black,--,g8f6
corgon_zzzx8xzzz_2014.01.01_21:05:49,1,white,Englund Gambit,d2d4
corgon_zzzx8xzzz_2014.01.01_21:05:49,0,black,--,e7e5
jacektop_Vla-Vla_2014.01.01_21:05:26,1,white,Italian Game: Giuoco Pianissimo,e2e4
jacektop_Vla-Vla_2014.01.01_21:05:26,0,black,--,e7e5
Fidani_bmeisa_2014.01.01_21:05:50,0,white,Queen's Pawn Game: Zukertort Variation,d2d4
Fidani_bmeisa_2014.01.01_21:05:50,1,black,--,d7d5
hergo731_ACinfr_2014.01.01_21:05:38,1,white,Queen's Pawn,d2d4
hergo731_ACinfr_2014.01.01_21:05:38,0,black,--,f7f6
andre77_Rodney_2014.01.01_21:06:28,0,white,Philidor Defense #2,e2e4
andre77_Rodney_2014.01.01_21:06:28,1,black,--,e7e5
milanmiljan_farzadov_2014.01.01_21:05:11,0,white,Caro-Kann Defense: Breyer Variation,e2e4
milanmiljan_farzadov_2014.01.01_21:05:11,1,black,--,c7c6
zevuun_cati_2014.01.01_21:07:01,0,white,Rat Defense: Small Center Defense,e2e4
zevuun_cati_2014.01.01_21:07:01,1,black,--,e7e6
swgoqor_duzi1964_2014.01.01_21:06:57,0,white,Pirc Defense: Byrne Variation,e2e4
swgoqor_duzi1964_2014.01.01_21:06:57,1,black,--,d7d6
aavza50_speedyG_2014.01.01_21:06:39,0,white,Sicilian Defense,e2e4
aavza50_speedyG_2014.01.01_21:06:39,1,black,--,c7c5
IgorKoc_pingouinos_2014.01.01_21:05:08,1,white,Sicilian Defense: Closed,e2e4
IgorKoc_pingouinos_2014.01.01_21:05:08,0,black,--,c7c5
tiav_alex222_2014.01.01_21:07:21,0,white,Vienna Game: Falkbeer Variation,e2e4
tiav_alex222_2014.01.01_21:07:21,1,black,--,e7e5
bernes_dcarballor_2014.01.01_21:06:57,1,white,Queen's Pawn Game: Chigorin Variation,d2d4
bernes_dcarballor_2014.01.01_21:06:57,0,black,--,d7d5
amirAP_CblPHUK_2014.01.01_21:06:31,0,white,Zukertort Opening: Reversed Mexican Defense,g1f3
amirAP_CblPHUK_2014.01.01_21:06:31,1,black,--,d7d5
smirok_rezaalinavaz-p7_2014.01.01_21:05:54,1,white,Italian Game: Evans Gambit,e2e4
smirok_rezaalinavaz-p7_2014.01.01_21:05:54,0,black,Stone-Ware Variation,e7e5
senatorjavad_rea104_2014.01.01_21:07:11,0,white,Portuguese Opening,e2e4
senatorjavad_rea104_2014.01.01_21:07:11,1,black,--,e7e5
tigra81_flomaster_2014.01.01_21:07:53,1,white,King's Gambit,e2e4
tigra81_flomaster_2014.01.01_21:07:53,0,black,--,e7e5
TiZ100_osamtri_2014.01.01_21:07:16,1,white,King's Indian Defense: Fianchetto Variation,d2d4
TiZ100_osamtri_2014.01.01_21:07:16,0,black,Delayed Fianchetto,g8f6
ChessTitan_TheCheck_2014.01.01_21:07:41,0,white,Modern Defense,e2e4
ChessTitan_TheCheck_2014.01.01_21:07:41,1,black,--,g7g6
nanipipou_swgoqor_2014.01.01_21:07:31,1,white,Queen's Gambit Accepted: Central Variation,d2d4
nanipipou_swgoqor_2014.01.01_21:07:31,0,black,Alekhine System,d7d5
Viramundo_jagerjack_2014.01.01_21:07:07,0,white,Owen Defense,e2e4
Viramundo_jagerjack_2014.01.01_21:07:07,1,black,--,b7b6
AsteroideEnChocolat_YouKnowMe_2014.01.01_21:07:33,0,white,Sicilian Defense: Closed Variation,e2e4
AsteroideEnChocolat_YouKnowMe_2014.01.01_21:07:33,1,black,Traditional,c7c5
cuca_zaza71_2014.01.01_21:07:49,1,white,Queen's Gambit Refused: Baltic Defense,d2d4
cuca_zaza71_2014.01.01_21:07:49,0,black,--,d7d5
Jane_Asher_Maes_2014.01.01_21:07:43,1,white,Benko Gambit Declined,d2d4
Jane_Asher_Maes_2014.01.01_21:07:43,0,black,Main Line,g8f6
IgorKoc_juin_2014.01.01_21:08:13,1,white,Rat Defense: Antal Defense,e2e4
IgorKoc_juin_2014.01.01_21:08:13,0,black,--,d7d6
morgan3_dasylirion_2014.01.01_21:08:14,1,white,French Defense: Normal Variation,e2e4
morgan3_dasylirion_2014.01.01_21:08:14,0,black,--,e7e6
zzzx8xzzz_corgon_2014.01.01_21:07:55,1,white,Caro-Kann Defense: Advance Variation,e2e4
zzzx8xzzz_corgon_2014.01.01_21:07:55,0,black,Van der Wiel Attack,c7c6
minya1961_vlvlasov1308_2014.01.01_21:07:59,0,white,Sicilian Defense #2,e2e4
minya1961_vlvlasov1308_2014.01.01_21:07:59,1,black,--,c7c5
augustus_hill_NONIKATIN_2014.01.01_21:08:08,0,white,Owen Defense,e2e4
augustus_hill_NONIKATIN_2014.01.01_21:08:08,1,black,--,b7b6
martinz_Leonik_2014.01.01_21:08:17,1,white,Four Knights Game: Spanish Variation,e2e4
martinz_Leonik_2014.01.01_21:08:17,0,black,--,e7e5
Iron_Ripper_simplicio_2014.01.01_21:08:14,1,white,Italian Game: Anti-Fried Liver Defense,e2e4
Iron_Ripper_simplicio_2014.01.01_21:08:14,0,black,--,e7e5
linman_dododa_2014.01.01_21:08:01,0,white,Pirc Defense #4,e2e4
linman_dododa_2014.01.01_21:08:01,1,black,--,d7d6
thorne1_matthias12345_2014.01.01_21:09:28,0,white,French Defense: Exchange Variation,e2e4
thorne1_matthias12345_2014.01.01_21:09:28,1,black,Svenonius Variation,e7e6
tibi_Pinki2800_2014.01.01_21:08:22,1,white,Sicilian Defense: Kan Variation,e2e4
tibi_Pinki2800_2014.01.01_21:08:22,0,black,Maroczy Bind,c7c5
Captain_Sunshine_bohdanvi2013_2014.01.01_21:08:26,1,white,Benoni Defense: King's Pawn Line,d2d4
Captain_Sunshine_bohdanvi2013_2014.01.01_21:08:26,0,black,--,g8f6
vyacheslavgrun1n_marcosmarkey_2014.01.01_21:08:19,1,white,Hungarian Opening,g2g3
vyacheslavgrun1n_marcosmarkey_2014.01.01_21:08:19,0,black,--,d7d5
Jaque_Mate_eydun_2014.01.01_21:08:17,0,white,Caro-Kann Defense,e2e4
Jaque_Mate_eydun_2014.01.01_21:08:17,1,black,--,c7c6
christopheh_mahir123_2014.01.01_21:08:52,0,white,Queen's Gambit Declined: Orthodox Defense,d2d4
christopheh_mahir123_2014.01.01_21:08:52,1,black,Botvinnik Variation,e7e6
Nikvol_fan-5_2014.01.01_21:10:06,1,white,Queen's Gambit Accepted: Old Variation,d2d4
Nikvol_fan-5_2014.01.01_21:10:06,0,black,--,d7d5
Myroslav_bakbor_2014.01.01_21:09:11,0,white,Sicilian Defense: Alapin Variation,e2e4
Myroslav_bakbor_2014.01.01_21:09:11,1,black,Smith-Morra Declined,c7c5
Den-Den-2013_natasazarko_2014.01.01_21:09:38,1,white,Sicilian Defense: Smith-Morra Gambit #2,e2e4
Den-Den-2013_natasazarko_2014.01.01_21:09:38,0,black,--,c7c5
cnv_ironking_2014.01.01_21:09:48,0,white,Bishop's Opening,e2e4
cnv_ironking_2014.01.01_21:09:48,1,black,--,e7e5
speedyG_aavza50_2014.01.01_21:10:21,1,white,Bird Opening,f2f4
speedyG_aavza50_2014.01.01_21:10:21,0,black,--,d7d6
Ralf12345678_ivillamil_2014.01.01_21:09:06,1,white,Vienna Game,e2e4
Ralf12345678_ivillamil_2014.01.01_21:09:06,0,black,--,e7e5
satardirk_Rititi_2014.01.01_21:09:22,0,white,Sicilian Defense: Lasker-Dunne Attack,e2e4
satardirk_Rititi_2014.01.01_21:09:22,1,black,--,c7c5
NONIKATIN_augustus_hill_2014.01.01_21:10:20,0,white,Italian Game,e2e4
NONIKATIN_augustus_hill_2014.01.01_21:10:20,1,black,--,e7e5
hamid_ll_ladodo974lela_2014.01.01_21:10:43,0,white,Franco-Benoni Defense,e2e4
hamid_ll_ladodo974lela_2014.01.01_21:10:43,1,black,--,e7e6
duzi1964_nanipipou_2014.01.01_21:10:37,0,white,Nimzowitsch Defense: Kennedy Variation,e2e4
duzi1964_nanipipou_2014.01.01_21:10:37,1,black,Linksspringer Variation,b8c6
NikaruHakamura_ruter_2014.01.01_21:10:54,0,white,Ruy Lopez: Schliemann Defense,e2e4
NikaruHakamura_ruter_2014.01.01_21:10:54,1,black,Jaenisch Gambit Accepted,e7e5
swgoqor_bernes_2014.01.01_21:10:06,1,white,Caro-Kann Defense #2,e2e4
swgoqor_bernes_2014.01.01_21:10:06,0,black,--,c7c6
farzadov_knopp_2014.01.01_21:10:53,0,white,Benoni Defense: Old Benoni,d2d4
farzadov_knopp_2014.01.01_21:10:53,1,black,--,c7c5
zaza71_cuca_2014.01.01_21:11:09,0,white,Caro-Kann Defense: Two Knights Attack,e2e4
zaza71_cuca_2014.01.01_21:11:09,1,black,Mindeno Variation,c7c6
ctchess_allianz_2014.01.01_21:10:12,1,white,Horwitz Defense,d2d4
ctchess_allianz_2014.01.01_21:10:12,0,black,--,e7e6
arash_1010_esifree3_2014.01.01_21:10:50,1,white,Sicilian Defense: French Variation,e2e4
arash_1010_esifree3_2014.01.01_21:10:50,0,black,--,e7e6
YouKnowMe_Dcel_2014.01.01_21:11:34,1,white,French Defense: Advance Variation #3,e2e4
YouKnowMe_Dcel_2014.01.01_21:11:34,0,black,--,e7e6
dasylirion_morgan3_2014.01.01_21:11:26,0,white,French Defense: King's Indian Attack,d2d3
dasylirion_morgan3_2014.01.01_21:11:26,1,black,--,e7e6
hagi_papagallo_2014.01.01_21:11:40,0,white,Bird Opening,f2f4
hagi_papagallo_2014.01.01_21:11:40,1,black,--,f7f5
Drmit_kindruk_2014.01.01_21:11:47,1,white,Ruy Lopez: Bird Variation,e2e4
Drmit_kindruk_2014.01.01_21:11:47,0,black,--,e7e5
plotinus1_Nekitovolevruce_2014.01.01_21:11:24,0,white,Caro-Kann Defense,e2e4
plotinus1_Nekitovolevruce_2014.01.01_21:11:24,1,black,--,c7c6
bluesteyn_ArroccoRocchetti_2014.01.01_21:11:08,0,white,Slav Defense: Schlechter Variation,d2d4
bluesteyn_ArroccoRocchetti_2014.01.01_21:11:08,1,black,--,d7d5
elefant_robotkokoko_2014.01.01_21:11:43,1/2,white,Elephant Gambit,e2e4
elefant_robotkokoko_2014.01.01_21:11:43,1/2,black,--,e7e5
Angelon_adri_2014.01.01_21:09:28,0,white,English Opening,c2c4
Angelon_adri_2014.01.01_21:09:28,1,black,--,b7b6
dcarballor_ntcu_2014.01.01_21:11:30,0,white,Van't Kruijs Opening,e2e3
dcarballor_ntcu_2014.01.01_21:11:30,1,black,--,c7c6
Jugo_ljuchio1_2014.01.01_21:12:13,1,white,Sicilian Defense: Bowdler Attack,e2e4
Jugo_ljuchio1_2014.01.01_21:12:13,0,black,--,c7c5
cyrille57_roggers57_2014.01.01_21:12:14,0,white,Philidor Defense #3,e2e4
cyrille57_roggers57_2014.01.01_21:12:14,1,black,--,d7d6
doonkhoan_osamtri_2014.01.01_21:11:58,1,white,French Defense: Advance Variation #4,e2e4
doonkhoan_osamtri_2014.01.01_21:11:58,0,black,--,e7e6
greg1970_carlosdivino_2014.01.01_21:12:23,1/2,white,Caro-Kann Defense: Breyer Variation,e2e4
greg1970_carlosdivino_2014.01.01_21:12:23,1/2,black,--,c7c6
GB-11_hayrabedian_2014.01.01_21:12:20,1,white,Nimzo-Indian Defense: Ragozin Variation,d2d4
GB-11_hayrabedian_2014.01.01_21:12:20,0,black,--,d7d5
Popotas_andre77_2014.01.01_21:11:01,0,white,Bishop's Opening: Berlin Defense,e2e4
Popotas_andre77_2014.01.01_21:11:01,1,black,--,e7e5
taishir_Vinvin_2014.01.01_21:12:08,0,white,English Opening: King's English Variation,c2c4
taishir_Vinvin_2014.01.01_21:12:08,1,black,Four Knights Variation,e7e5
azim7634_Debrant_2014.01.01_21:12:25,1,white,Queen's Gambit Accepted: Alekhine Defense,d2d4
azim7634_Debrant_2014.01.01_21:12:25,0,black,Haberditz Variation,d7d5
TheCheck_ChessTitan_2014.01.01_21:12:42,1,white,Center Game: Paulsen Attack Variation,e2e4
TheCheck_ChessTitan_2014.01.01_21:12:42,0,black,--,e7e5
Maes_darewing_2014.01.01_21:12:55,0,white,Sicilian Defense: McDonnell Attack,e2e4
Maes_darewing_2014.01.01_21:12:55,1,black,--,c7c5
dcarballor_nanipipou_2014.01.01_21:12:26,0,white,Van't Kruijs Opening,e2e3
dcarballor_nanipipou_2014.01.01_21:12:26,1,black,--,b8c6
biroviskis_cutthecrete_2014.01.01_21:12:39,1,white,Van't Kruijs Opening,e2e3
biroviskis_cutthecrete_2014.01.01_21:12:39,0,black,--,c7c5
rezaalinavaz-p7_GoodLuckMyFriend_2014.01.01_21:13:22,0,white,Benoni Defense: Benoni Gambit Accepted,d2d4
rezaalinavaz-p7_GoodLuckMyFriend_2014.01.01_21:13:22,1,black,--,c7c5
cuca_zaza71_2014.01.01_21:12:55,1,white,Queen's Gambit Refused: Chigorin Defense #2,d2d4
cuca_zaza71_2014.01.01_21:12:55,0,black,--,d7d5
f123_savin_2014.01.01_21:13:18,1,white,King's Pawn Game,e2e4
f123_savin_2014.01.01_21:13:18,0,black,--,e7e5
osamtri_doonkhoan_2014.01.01_21:13:16,1,white,Queen's Gambit Declined,d2d4
osamtri_doonkhoan_2014.01.01_21:13:16,0,black,--,e7e6
yayitos_mazorra_2014.01.01_21:13:33,0,white,Queen's Pawn Game: Chigorin Variation,d2d4
yayitos_mazorra_2014.01.01_21:13:33,1,black,--,d7d5
corgon_zzzx8xzzz_2014.01.01_21:13:57,1,white,Englund Gambit,d2d4
corgon_zzzx8xzzz_2014.01.01_21:13:57,0,black,--,e7e5
rx_poliak_2014.01.01_21:14:33,1,white,Nimzowitsch Defense: Franco-Nimzowitsch Variation,e2e4
rx_poliak_2014.01.01_21:14:33,0,black,--,e7e6
bmeisa_Fidani_2014.01.01_21:13:31,1,white,Philidor Defense,e2e4
bmeisa_Fidani_2014.01.01_21:13:31,0,black,--,e7e5
novichek_petiiik_2014.01.01_21:13:10,1,white,Budapest Defense: Adler Variation,d2d4
novichek_petiiik_2014.01.01_21:13:10,0,black,--,g8f6
IgorKoc_147a_2014.01.01_21:13:51,1,white,Robatsch (Modern) Defense,e2e4
IgorKoc_147a_2014.01.01_21:13:51,0,black,--,g7g6
Sonnenblumenkerne_jiHymas_2014.01.01_21:13:43,0,white,Queen's Pawn Game: London System,d2d4
Sonnenblumenkerne_jiHymas_2014.01.01_21:13:43,1,black,--,d7d5
Kerch79_chespir_2014.01.01_21:14:11,1,white,Queen's Gambit Declined: Barmen Variation,d2d4
Kerch79_chespir_2014.01.01_21:14:11,0,black,--,d7d5
afshin-t45_AlgeriaCZL_2014.01.01_21:14:37,1,white,Queen's Gambit Refused: Chigorin Defense,d2d4
afshin-t45_AlgeriaCZL_2014.01.01_21:14:37,0,black,Lazard Gambit,d7d5
bernes_duzi1964_2014.01.01_21:14:36,1,white,Indian Game: Wade-Tartakower Defense,d2d4
bernes_duzi1964_2014.01.01_21:14:36,0,black,--,d7d6
matthias12345_thorne1_2014.01.01_21:14:21,0,white,Queen's Pawn Game #3,d2d4
matthias12345_thorne1_2014.01.01_21:14:21,1,black,--,g8f6
Elektrosmog_duhul_2014.01.01_21:14:58,1,white,Ruy Lopez: Berlin Defense,e2e4
Elektrosmog_duhul_2014.01.01_21:14:58,0,black,--,e7e5
ntcu_swgoqor_2014.01.01_21:14:36,1,white,Mieses Opening,d2d3
ntcu_swgoqor_2014.01.01_21:14:36,0,black,--,c7c5
Antuanetta_tadjvid19_2014.01.01_21:13:18,1,white,Pirc Defense #3,e2e4
Antuanetta_tadjvid19_2014.01.01_21:13:18,0,black,--,d7d6
Fuirio_DacostaH_2014.01.01_21:15:33,0,white,Polish Opening,b2b4
Fuirio_DacostaH_2014.01.01_21:15:33,1,black,--,e7e6
YouKnowMe_speedyG_2014.01.01_21:14:50,1,white,Sicilian Defense: Delayed Alapin,e2e4
YouKnowMe_speedyG_2014.01.01_21:14:50,0,black,--,c7c5
lekans1982_mehdi-pah4_2014.01.01_21:15:10,0,white,Indian Game,d2d4
lekans1982_mehdi-pah4_2014.01.01_21:15:10,1,black,--,g8f6
Bobb_jaro1966_2014.01.01_21:14:21,1,white,French Defense #2,e2e4
Bobb_jaro1966_2014.01.01_21:14:21,0,black,--,e7e6
MysticRollmops_TUTUn_2014.01.01_21:15:00,1,white,King's Gambit Accepted,e2e4
MysticRollmops_TUTUn_2014.01.01_21:15:00,0,black,Fischer Defense,e7e5
doonkhoan_osamtri_2014.01.01_21:15:46,1,white,Alekhine Defense: Balogh Variation,e2e4
doonkhoan_osamtri_2014.01.01_21:15:46,0,black,--,g8f6
chuta-macumba_poliak_2014.01.01_21:16:21,0,white,French Defense: Advance Variation #3,e2e4
chuta-macumba_poliak_2014.01.01_21:16:21,1,black,--,e7e6
tiav_alex222_2014.01.01_21:16:17,1,white,Center Game: Berger Variation,e2e4
tiav_alex222_2014.01.01_21:16:17,0,black,--,e7e5
Simon_Gandzakeci_Halking_2014.01.01_21:16:07,1,white,Bishop's Opening: Berlin Defense,e2e4
Simon_Gandzakeci_Halking_2014.01.01_21:16:07,0,black,--,e7e5
sattar_khan_etabriz_tigra81_2014.01.01_21:15:18,0,white,Sicilian Defense: Accelerated Dragon,e2e4
sattar_khan_etabriz_tigra81_2014.01.01_21:15:18,1,black,Modern Variation,c7c5
martinz_Vla-Vla_2014.01.01_21:16:08,1,white,Italian Game: Giuoco Pianissimo,e2e4
